2443392.208333333, A.D. 1977-Sep-05 17:00:00.0000,  9.683391729127672E-01, -2.929211785128822E-01, -1.747416349072274E-05,  6.822733645171298E-03,  2.211157356158178E-02,  4.315134720997558E-04,
2443392.746333333, A.D. 1977-Sep-06 05:54:43.2000,  9.719456495103751E-01, -2.810649475071785E-01,  2.099722728996098E-04,  6.612057534559367E-03,  2.202611476556457E-02,  4.182764655567228E-04,
2443393.284333333, A.D. 1977-Sep-06 18:49:26.4000,  9.754603120956840E-01, -2.692085773133233E-01,  4.345550846040302E-04,  6.454860160565965E-03,  2.205239969294954E-02,  4.168985627400139E-04,
2443393.822333334, A.D. 1977-Sep-07 07:44:09.6000,  9.788916503097833E-01, -2.573353111300331E-01,  6.586828250807648E-04,  6.301266185843243E-03,  2.208655831337064E-02,  4.163420163270707E-04,
2443394.360333333, A.D. 1977-Sep-07 20:38:52.8000,  9.822405956751661E-01, -2.454432901114270E-01,  8.825706264462718E-04,  6.148393834576290E-03,  2.212166842810383E-02,  4.159706266519985E-04,
2443394.898333333, A.D. 1977-Sep-08 09:33:36.0000,  9.855073421868391E-01, -2.335325214791198E-01,  1.106277233171616E-03,  5.995644552834251E-03,  2.215610582836910E-02,  4.156572344433797E-04,
2443395.436333333, A.D. 1977-Sep-08 22:28:19.2000,  9.886918977486611E-01, -2.216035477947366E-01,  1.329820095150105E-03,  5.842834977849637E-03,  2.218928365591172E-02,  4.153572966351226E-04,
2443395.974333333, A.D. 1977-Sep-09 11:23:02.4000,  9.917942112873039E-01, -2.096571263676056E-01,  1.553200511144234E-03,  5.689907917119813E-03,  2.222093689448595E-02,  4.150511094537933E-04,
2443396.512333333, A.D. 1977-Sep-10 00:17:45.6000,  9.948142160429962E-01, -1.976941180919349E-01,  1.776412147430098E-03,  5.536855393644779E-03,  2.225092806154545E-02,  4.147286577106320E-04,
2443397.050333333, A.D. 1977-Sep-10 13:12:28.8000,  9.977518477207964E-01, -1.857154400320793E-01,  1.999444617380783E-03,  5.383691871825416E-03,  2.227917899078997E-02,  4.143843664197759E-04,
2443397.588333333, A.D. 1977-Sep-11 02:07:12.0000,  1.000607053190630E+00, -1.737220421370533E-01,  2.222285210643830E-03,  5.230443196137662E-03,  2.230564253945638E-02,  4.140149389156758E-04,
2443398.126333334, A.D. 1977-Sep-11 15:01:55.2000,  1.003379795057260E+00, -1.617148945210413E-01,  2.444919816573266E-03,  5.077141423325702E-03,  2.233028937439153E-02,  4.136183514616661E-04,
2443398.664333333, A.D. 1977-Sep-12 03:56:38.4000,  1.006070054215025E+00, -1.496949798877329E-01,  2.667333456864257E-03,  4.923822168938533E-03,  2.235310122073173E-02,  4.131933412025264E-04,
2443399.202333333, A.D. 1977-Sep-12 16:51:21.6000,  1.008677831330451E+00, -1.376632886708965E-01,  2.889510612452218E-03,  4.770523136479719E-03,  2.237406715893639E-02,  4.127391261491161E-04,
2443399.740333333, A.D. 1977-Sep-13 05:46:04.8000,  1.011203147712342E+00, -1.256208157056541E-01,  3.111435434828932E-03,  4.617283247260727E-03,  2.239318147239394E-02,  4.122552429869023E-04,
2443400.278333333, A.D. 1977-Sep-13 18:40:48.0000,  1.013648746356913E+00, -1.135668984441169E-01,  3.332910213218719E-03,  4.471384502315329E-03,  2.241489228581203E-02,  4.112542446006269E-04,
2443400.816333333, A.D. 1977-Sep-14 07:35:31.2000,  1.016013186722935E+00, -1.015034586337208E-01,  3.554020075523610E-03,  4.318383252144456E-03,  2.243030032311423E-02,  4.107105119226560E-04,
2443401.354333333, A.D. 1977-Sep-14 20:30:14.4000,  1.018295358961711E+00, -8.943222689206010E-02,  3.774829358413482E-03,  4.165561693824742E-03,  2.244385938422086E-02,  4.101368622909544E-04,
2443401.892333333, A.D. 1977-Sep-15 09:24:57.6000,  1.020495370483005E+00, -7.735419647807815E-02,  3.995321995394133E-03,  4.012959704044543E-03,  2.245557533664161E-02,  4.095334159725509E-04,
2443402.430333334, A.D. 1977-Sep-15 22:19:40.8000,  1.022613350086695E+00, -6.527035698731658E-02,  4.215482004287741E-03,  3.860616903334565E-03,  2.246545589288085E-02,  4.089003634438078E-04,
2443402.968333333, A.D. 1977-Sep-16 11:14:24.0000,  1.024649447795106E+00, -5.318169341603492E-02,  4.435293521072321E-03,  3.708572549138032E-03,  2.247351040913514E-02,  4.082379515356506E-04,
2443403.506333333, A.D. 1977-Sep-17 00:09:07.2000,  1.026603834633640E+00, -4.108918531997981E-02,  4.654740827347480E-03,  3.556865449271264E-03,  2.247974973160590E-02,  4.075464732878958E-04,
2443404.044333333, A.D. 1977-Sep-17 13:03:50.4000,  1.028476702368957E+00, -2.899380604661392E-02,  4.873808373046017E-03,  3.405533889974058E-03,  2.248418607507209E-02,  4.068262603398750E-04,
2443404.582333333, A.D. 1977-Sep-18 01:58:33.6000,  1.030268263211492E+00, -1.689652202634188E-02,  5.092480795564786E-03,  3.254615574720168E-03,  2.248683292364024E-02,  4.060776770884087E-04,
2443405.120333333, A.D. 1977-Sep-18 14:53:16.8000,  1.031978749487357E+00, -4.798292112722118E-03,  5.310742936107025E-03,  3.104147571265073E-03,  2.248770494698397E-02,  4.053011161011020E-04,
2443405.658333333, A.D. 1977-Sep-19 03:48:00.0000,  1.033608413283556E+00,  7.299933035350620E-03,  5.528579853812431E-03,  2.954166265201116E-03,  2.248681792753236E-02,  4.044969944338935E-04,
